er_20_6_16,27.03277897834778
er_20_6_64,23.764172792434692
er_20_8_16,27.16318964958191
er_20_8_64,29.57847309112549
er_40_6_16,45.30515122413635
er_40_6_64,41.51887226104736
er_40_8_16,67.55548453330994
er_40_8_64,68.45137000083923
er_20_6_64,23.400463819503784
er_20_6_16,28.795634031295776
er_20_6_64,25.057499885559082
er_20_8_16,27.752322912216187
er_20_8_64,30.07905912399292
er_20_6_16,31.45182704925537
er_20_6_16,25.979668140411377
er_20_6_64,24.61032509803772
er_20_8_16,26.637985467910767
er_20_8_64,26.938799381256104
er_40_6_16,43.651352882385254
er_40_6_64,44.457932233810425
er_40_8_16,75.05669283866882
er_40_8_64,77.06103801727295
