er_20_6_16,38.26997470855713
er_20_6_16,53.523406744003296
er_20_6_16,61.803776025772095
er_20_6_16,67.36767506599426
er_20_6_16,53.885761976242065
er_20_6_16,48.23034977912903
er_20_6_16,34.28932452201843
er_20_6_16,36.40846657752991
er_20_6_16,38.20565176010132
er_20_6_16,39.05860090255737
er_20_6_16,42.07131767272949
er_20_6_64,34.861353158950806
er_20_8_16,38.33285880088806
er_20_8_64,36.96137619018555
er_40_6_16,71.37549042701721
er_40_6_64,58.84298658370972
er_40_8_16,92.02588510513306
er_40_8_64,89.09113836288452
er_20_6_16,40.91831970214844
er_20_6_16,39.62161731719971
er_20_6_64,36.41607141494751
er_20_8_16,41.642282247543335
er_20_6_16,39.82220506668091
er_20_6_64,35.43387484550476
er_20_8_16,40.33590912818909
er_20_8_64,41.76911735534668
er_40_6_16,64.24898672103882
er_40_6_64,58.03915095329285
er_40_8_16,87.80433940887451
er_20_6_16,26.966734886169434
er_20_6_64,25.835369348526
er_20_8_16,24.63329577445984
er_20_8_64,30.34243083000183
er_40_6_16,45.39326095581055
er_40_6_64,47.34570789337158
er_40_8_16,81.41070175170898
er_40_8_64,68.75305986404419
er_20_6_16,33.03231501579285
er_20_6_64,26.421921491622925
er_20_8_16,29.239728689193726
er_20_8_64,30.21601963043213
er_40_6_16,47.24721002578735
er_40_6_64,42.873990535736084
er_40_6_64,45.83303475379944
er_40_8_16,74.09192180633545
er_40_8_64,65.920485496521
er_40_8_16,65.8713915348053
er_40_8_16,42.705766916275024
er_40_8_64,40.3397753238678
er_20_6_32,14.997389078140259
er_40_6_32,34.83466911315918
er_60_6_32,53.028379678726196
er_80_6_32,84.73735737800598
er_100_6_32,105.39390993118286
er_40_4_32,24.610043048858643
er_40_8_32,41.53366184234619
er_40_10_32,54.96909499168396
er_40_12_32,51.4067223072052
