er_20_6_16,40.17675995826721
er_20_6_64,36.041146755218506
er_20_8_16,34.18098855018616
er_20_8_64,31.585652351379395
er_40_6_16,67.52545404434204
er_40_6_64,41.761492013931274
er_40_8_16,77.99909377098083
er_40_8_64,63.99521565437317
er_40_6_64,42.42460894584656
er_20_6_32,24.60100507736206
er_40_6_32,46.8532178401947
er_60_6_32,94.91352820396423
er_80_6_32,88.21811604499817
er_100_6_32,149.8524045944214
er_40_4_32,43.04298210144043
er_40_6_32,45.69040536880493
er_40_8_32,81.78282856941223
er_40_10_32,96.97477149963379
er_40_12_32,81.44389176368713
